Lipid Name,Lipid Unique Identifier,Precursor m/z,Precursor Retention Time (sec),Identification Charge,LMP,HMP,cf,neutromers_to_extract,literature_n,Adduct,Adduct_cf
LPC 22:1/0:0_al,LPC 22:1/0:0_al_23.591,578.4177662726611,1415.4726,1,,,C30H60NO7P,3.0,,M+H,C30H61NO7P
LPC 22:1/0:0_al,LPC 22:1/0:0_al_23.591,600.399710952661,1415.4726,1,,,C30H60NO7P,3.0,,M+Na,C30H60NO7PNa
LPC 22:1/0:0_al,LPC 22:1/0:0_al_23.591,560.407202972661,1415.4726,1,,,C30H60NO7P,3.0,,M+H-[H20],C30H59NO6P
LPC 22:1/0:0_al,LPC 22:1/0:0_al_23.591,582.3891476526611,1415.4726,1,,,C30H60NO7P,3.0,,M+Na-[H2O],C30H58NO6PNa
LPC 22:1/0:0_al,LPC 22:1/0:0_al_23.591,595.444313272661,1415.4726,1,,,C30H60NO7P,3.0,,M+NH4,C30H64N2O7P
LPC 22:1/0:0_al,LPC 22:1/0:0_al_23.591,576.4259253726611,1415.4726,1,,,C30H60NO7P,3.0,,M+NH4-[H2O],C30H62N2O6P
PE 18:1_18:1_al,PE 18:1_18:1_al_35.114,744.553813771967,2106.8448,1,,,C41H78NO8P,3.0,,M+H,C41H79NO8P
PE 18:1_18:1_al,PE 18:1_18:1_al_35.114,766.535758451967,2106.8448,1,,,C41H78NO8P,3.0,,M+Na,C41H78NO8PNa
PE 18:1_18:1_al,PE 18:1_18:1_al_35.114,726.543250471967,2106.8448,1,,,C41H78NO8P,3.0,,M+H-[H20],C41H77NO7P
PE 18:1_18:1_al,PE 18:1_18:1_al_35.114,748.5251951519671,2106.8448,1,,,C41H78NO8P,3.0,,M+Na-[H2O],C41H76NO7PNa
PE 18:1_18:1_al,PE 18:1_18:1_al_35.114,761.580360771967,2106.8448,1,,,C41H78NO8P,3.0,,M+NH4,C41H82N2O8P
PE 18:1_18:1_al,PE 18:1_18:1_al_35.114,742.5619728719671,2106.8448,1,,,C41H78NO8P,3.0,,M+NH4-[H2O],C41H80N2O7P
PC 16:1_20:4_al,PC 16:1_20:4_al_30.457,780.552579395485,1827.4104,1,,,C44H78NO8P,3.0,,M+H,C44H79NO8P
PC 16:1_20:4_al,PC 16:1_20:4_al_30.457,802.534524075485,1827.4104,1,,,C44H78NO8P,3.0,,M+Na,C44H78NO8PNa
PC 16:1_20:4_al,PC 16:1_20:4_al_30.457,762.542016095485,1827.4104,1,,,C44H78NO8P,3.0,,M+H-[H20],C44H77NO7P
PC 16:1_20:4_al,PC 16:1_20:4_al_30.457,784.5239607754851,1827.4104,1,,,C44H78NO8P,3.0,,M+Na-[H2O],C44H76NO7PNa
PC 16:1_20:4_al,PC 16:1_20:4_al_30.457,797.579126395485,1827.4104,1,,,C44H78NO8P,3.0,,M+NH4,C44H82N2O8P
PC 16:1_20:4_al,PC 16:1_20:4_al_30.457,778.5607384954851,1827.4104,1,,,C44H78NO8P,3.0,,M+NH4-[H2O],C44H80N2O7P
PC 16:0_22:4_al,PC 16:0_22:4_al_33.956,810.6004329301801,2037.366400000002,1,,,C46H84NO8P,3.0,,M+H,C46H85NO8P
PC 16:0_22:4_al,PC 16:0_22:4_al_33.956,832.5823776101801,2037.366400000002,1,,,C46H84NO8P,3.0,,M+Na,C46H84NO8PNa
PC 16:0_22:4_al,PC 16:0_22:4_al_33.956,792.58986963018,2037.366400000002,1,,,C46H84NO8P,3.0,,M+H-[H20],C46H83NO7P
PC 16:0_22:4_al,PC 16:0_22:4_al_33.956,814.5718143101801,2037.366400000002,1,,,C46H84NO8P,3.0,,M+Na-[H2O],C46H82NO7PNa
PC 16:0_22:4_al,PC 16:0_22:4_al_33.956,827.62697993018,2037.366400000002,1,,,C46H84NO8P,3.0,,M+NH4,C46H88N2O8P
PC 16:0_22:4_al,PC 16:0_22:4_al_33.956,808.6085920301801,2037.366400000002,1,,,C46H84NO8P,3.0,,M+NH4-[H2O],C46H86N2O7P
DG 18:1_20:4_al,DG 18:1_20:4_al_36.293,643.5291453945131,2177.5605,1,,,C41H70O5,3.0,,M+H,C41H71O5
DG 18:1_20:4_al,DG 18:1_20:4_al_36.293,665.511090074513,2177.5605,1,,,C41H70O5,3.0,,M+Na,C41H70O5Na
DG 18:1_20:4_al,DG 18:1_20:4_al_36.293,625.518582094513,2177.5605,1,,,C41H70O5,3.0,,M+H-[H20],C41H69O4
DG 18:1_20:4_al,DG 18:1_20:4_al_36.293,647.5005267745131,2177.5605,1,,,C41H70O5,3.0,,M+Na-[H2O],C41H68O4Na
DG 18:1_20:4_al,DG 18:1_20:4_al_36.293,660.555692394513,2177.5605,1,,,C41H70O5,3.0,,M+NH4,C41H74O5N
DG 18:1_20:4_al,DG 18:1_20:4_al_36.293,641.5373044945131,2177.5605,1,,,C41H70O5,3.0,,M+NH4-[H2O],C41H72O4N
TG 15:0_18:1(d7)_15:0_al,TG 15:0_18:1(d7)_15:0_al_40.166,812.770795898586,2409.9791999999998,1,,,C51H89D7O6,3.0,,M+H,C51H90D7O6
TG 15:0_18:1(d7)_15:0_al,TG 15:0_18:1(d7)_15:0_al_40.166,834.752740578586,2409.9791999999998,1,,,C51H89D7O6,3.0,,M+Na,C51H89D7O6Na
TG 15:0_18:1(d7)_15:0_al,TG 15:0_18:1(d7)_15:0_al_40.166,794.760232598586,2409.9791999999998,1,,,C51H89D7O6,3.0,,M+H-[H20],C51H88D7O5
TG 15:0_18:1(d7)_15:0_al,TG 15:0_18:1(d7)_15:0_al_40.166,816.742177278586,2409.9791999999998,1,,,C51H89D7O6,3.0,,M+Na-[H2O],C51H87D7O5Na
TG 15:0_18:1(d7)_15:0_al,TG 15:0_18:1(d7)_15:0_al_40.166,829.797342898586,2409.9791999999998,1,,,C51H89D7O6,3.0,,M+NH4,C51H93D7O6N
TG 15:0_18:1(d7)_15:0_al,TG 15:0_18:1(d7)_15:0_al_40.166,810.7789549985861,2409.9791999999998,1,,,C51H89D7O6,3.0,,M+NH4-[H2O],C51H91D7O5N
PC 16:0_16:0_al,PC 16:0_16:0_al_34.830,734.568897197763,2089.77255,1,,,C40H80NO8P,3.0,,M+H,C40H81NO8P
PC 16:0_16:0_al,PC 16:0_16:0_al_34.830,756.550841877763,2089.77255,1,,,C40H80NO8P,3.0,,M+Na,C40H80NO8PNa
PC 16:0_16:0_al,PC 16:0_16:0_al_34.830,716.558333897763,2089.77255,1,,,C40H80NO8P,3.0,,M+H-[H20],C40H79NO7P
PC 16:0_16:0_al,PC 16:0_16:0_al_34.830,738.540278577763,2089.77255,1,,,C40H80NO8P,3.0,,M+Na-[H2O],C40H78NO7PNa
PC 16:0_16:0_al,PC 16:0_16:0_al_34.830,751.595444197763,2089.77255,1,,,C40H80NO8P,3.0,,M+NH4,C40H84N2O8P
PC 16:0_16:0_al,PC 16:0_16:0_al_34.830,732.5770562977631,2089.77255,1,,,C40H80NO8P,3.0,,M+NH4-[H2O],C40H82N2O7P
PC 16:0_16:0_al,PC 16:0_16:0_al_34.221,734.568897197763,2053.287499999998,1,,,C40H80NO8P,3.0,,M+H,C40H81NO8P
PC 16:0_16:0_al,PC 16:0_16:0_al_34.221,756.550841877763,2053.287499999998,1,,,C40H80NO8P,3.0,,M+Na,C40H80NO8PNa
PC 16:0_16:0_al,PC 16:0_16:0_al_34.221,716.558333897763,2053.287499999998,1,,,C40H80NO8P,3.0,,M+H-[H20],C40H79NO7P
PC 16:0_16:0_al,PC 16:0_16:0_al_34.221,738.540278577763,2053.287499999998,1,,,C40H80NO8P,3.0,,M+Na-[H2O],C40H78NO7PNa
PC 16:0_16:0_al,PC 16:0_16:0_al_34.221,751.595444197763,2053.287499999998,1,,,C40H80NO8P,3.0,,M+NH4,C40H84N2O8P
PC 16:0_16:0_al,PC 16:0_16:0_al_34.221,732.5770562977631,2053.287499999998,1,,,C40H80NO8P,3.0,,M+NH4-[H2O],C40H82N2O7P
PC 18:0_20:4_al,PC 18:0_20:4_al_34.689,810.600755946028,2081.3292,1,,,C46H84NO8P,3.0,,M+H,C46H85NO8P
PC 18:0_20:4_al,PC 18:0_20:4_al_34.689,832.582700626028,2081.3292,1,,,C46H84NO8P,3.0,,M+Na,C46H84NO8PNa
PC 18:0_20:4_al,PC 18:0_20:4_al_34.689,792.590192646028,2081.3292,1,,,C46H84NO8P,3.0,,M+H-[H20],C46H83NO7P
PC 18:0_20:4_al,PC 18:0_20:4_al_34.689,814.572137326028,2081.3292,1,,,C46H84NO8P,3.0,,M+Na-[H2O],C46H82NO7PNa
PC 18:0_20:4_al,PC 18:0_20:4_al_34.689,827.627302946028,2081.3292,1,,,C46H84NO8P,3.0,,M+NH4,C46H88N2O8P
PC 18:0_20:4_al,PC 18:0_20:4_al_34.689,808.6089150460281,2081.3292,1,,,C46H84NO8P,3.0,,M+NH4-[H2O],C46H86N2O7P
PS 15:0_18:1(d7)_al,PS 15:0_18:1(d7)_al_30.565,755.555684315594,1833.8877,1,,,C39H67D7NO10P,3.0,,M+H,C39H68D7NO10P
PS 15:0_18:1(d7)_al,PS 15:0_18:1(d7)_al_30.565,777.537628995594,1833.8877,1,,,C39H67D7NO10P,3.0,,M+Na,C39H67D7NO10PNa
PS 15:0_18:1(d7)_al,PS 15:0_18:1(d7)_al_30.565,737.545121015594,1833.8877,1,,,C39H67D7NO10P,3.0,,M+H-[H20],C39H66D7NO9P
PS 15:0_18:1(d7)_al,PS 15:0_18:1(d7)_al_30.565,759.527065695594,1833.8877,1,,,C39H67D7NO10P,3.0,,M+Na-[H2O],C39H65D7NO9PNa
PS 15:0_18:1(d7)_al,PS 15:0_18:1(d7)_al_30.565,772.582231315594,1833.8877,1,,,C39H67D7NO10P,3.0,,M+NH4,C39H71D7N2O10P
PS 15:0_18:1(d7)_al,PS 15:0_18:1(d7)_al_30.565,753.5638434155941,1833.8877,1,,,C39H67D7NO10P,3.0,,M+NH4-[H2O],C39H69D7N2O9P
DG 18:0_22:6_al,DG 18:0_22:6_al_37.061,669.5446868849931,2223.667399999998,1,,,C43H72O5,3.0,,M+H,C43H73O5
DG 18:0_22:6_al,DG 18:0_22:6_al_37.061,691.5266315649931,2223.667399999998,1,,,C43H72O5,3.0,,M+Na,C43H72O5Na
DG 18:0_22:6_al,DG 18:0_22:6_al_37.061,651.534123584993,2223.667399999998,1,,,C43H72O5,3.0,,M+H-[H20],C43H71O4
DG 18:0_22:6_al,DG 18:0_22:6_al_37.061,673.5160682649931,2223.667399999998,1,,,C43H72O5,3.0,,M+Na-[H2O],C43H70O4Na
DG 18:0_22:6_al,DG 18:0_22:6_al_37.061,686.571233884993,2223.667399999998,1,,,C43H72O5,3.0,,M+NH4,C43H76O5N
DG 18:0_22:6_al,DG 18:0_22:6_al_37.061,667.5528459849932,2223.667399999998,1,,,C43H72O5,3.0,,M+NH4-[H2O],C43H74O4N
DG 16:0_20:4_al,DG 16:0_20:4_al_36.157,617.513575881637,2169.4237999999978,1,,,C39H68O5,3.0,,M+H,C39H69O5
DG 16:0_20:4_al,DG 16:0_20:4_al_36.157,639.495520561637,2169.4237999999978,1,,,C39H68O5,3.0,,M+Na,C39H68O5Na
DG 16:0_20:4_al,DG 16:0_20:4_al_36.157,599.503012581637,2169.4237999999978,1,,,C39H68O5,3.0,,M+H-[H20],C39H67O4
DG 16:0_20:4_al,DG 16:0_20:4_al_36.157,621.4849572616371,2169.4237999999978,1,,,C39H68O5,3.0,,M+Na-[H2O],C39H66O4Na
DG 16:0_20:4_al,DG 16:0_20:4_al_36.157,634.540122881637,2169.4237999999978,1,,,C39H68O5,3.0,,M+NH4,C39H72O5N
DG 16:0_20:4_al,DG 16:0_20:4_al_36.157,615.5217349816371,2169.4237999999978,1,,,C39H68O5,3.0,,M+NH4-[H2O],C39H70O4N
LPC 22:0/0:0_al,LPC 22:0/0:0_al_26.497,580.432850953497,1589.8103999999998,1,,,C30H62NO7P,3.0,,M+H,C30H63NO7P
LPC 22:0/0:0_al,LPC 22:0/0:0_al_26.497,602.414795633497,1589.8103999999998,1,,,C30H62NO7P,3.0,,M+Na,C30H62NO7PNa
LPC 22:0/0:0_al,LPC 22:0/0:0_al_26.497,562.4222876534969,1589.8103999999998,1,,,C30H62NO7P,3.0,,M+H-[H20],C30H61NO6P
LPC 22:0/0:0_al,LPC 22:0/0:0_al_26.497,584.404232333497,1589.8103999999998,1,,,C30H62NO7P,3.0,,M+Na-[H2O],C30H60NO6PNa
LPC 22:0/0:0_al,LPC 22:0/0:0_al_26.497,597.4593979534969,1589.8103999999998,1,,,C30H62NO7P,3.0,,M+NH4,C30H66N2O7P
LPC 22:0/0:0_al,LPC 22:0/0:0_al_26.497,578.441010053497,1589.8103999999998,1,,,C30H62NO7P,3.0,,M+NH4-[H2O],C30H64N2O6P
PC 18:0_20:1_al,PC 18:0_20:1_al_37.289,816.6473382261861,2237.3301,1,,,C46H90NO8P,3.0,,M+H,C46H91NO8P
PC 18:0_20:1_al,PC 18:0_20:1_al_37.289,838.6292829061861,2237.3301,1,,,C46H90NO8P,3.0,,M+Na,C46H90NO8PNa
PC 18:0_20:1_al,PC 18:0_20:1_al_37.289,798.636774926186,2237.3301,1,,,C46H90NO8P,3.0,,M+H-[H20],C46H89NO7P
PC 18:0_20:1_al,PC 18:0_20:1_al_37.289,820.6187196061861,2237.3301,1,,,C46H90NO8P,3.0,,M+Na-[H2O],C46H88NO7PNa
PC 18:0_20:1_al,PC 18:0_20:1_al_37.289,833.673885226186,2237.3301,1,,,C46H90NO8P,3.0,,M+NH4,C46H94N2O8P
PC 18:0_20:1_al,PC 18:0_20:1_al_37.289,814.6554973261862,2237.3301,1,,,C46H90NO8P,3.0,,M+NH4-[H2O],C46H92N2O7P
TG 16:0_18:0_18:0_al,TG 16:0_18:0_18:0_al_41.823,863.805368499971,2509.381600000002,1,,,C55H106O6,3.0,,M+H,C55H107O6
TG 16:0_18:0_18:0_al,TG 16:0_18:0_18:0_al_41.823,885.787313179971,2509.381600000002,1,,,C55H106O6,3.0,,M+Na,C55H106O6Na
TG 16:0_18:0_18:0_al,TG 16:0_18:0_18:0_al_41.823,845.7948051999709,2509.381600000002,1,,,C55H106O6,3.0,,M+H-[H20],C55H105O5
TG 16:0_18:0_18:0_al,TG 16:0_18:0_18:0_al_41.823,867.776749879971,2509.381600000002,1,,,C55H106O6,3.0,,M+Na-[H2O],C55H104O5Na
TG 16:0_18:0_18:0_al,TG 16:0_18:0_18:0_al_41.823,880.8319154999709,2509.381600000002,1,,,C55H106O6,3.0,,M+NH4,C55H110O6N
TG 16:0_18:0_18:0_al,TG 16:0_18:0_18:0_al_41.823,861.813527599971,2509.381600000002,1,,,C55H106O6,3.0,,M+NH4-[H2O],C55H108O5N
LPC 0:0/20:3_al,LPC 0:0/20:3_al_16.423,546.358139713451,985.394800000002,1,,,C28H52NO7P,3.0,,M+H,C28H53NO7P
LPC 0:0/20:3_al,LPC 0:0/20:3_al_16.423,568.340084393451,985.394800000002,1,,,C28H52NO7P,3.0,,M+Na,C28H52NO7PNa
LPC 0:0/20:3_al,LPC 0:0/20:3_al_16.423,528.347576413451,985.394800000002,1,,,C28H52NO7P,3.0,,M+H-[H20],C28H51NO6P
LPC 0:0/20:3_al,LPC 0:0/20:3_al_16.423,550.329521093451,985.394800000002,1,,,C28H52NO7P,3.0,,M+Na-[H2O],C28H50NO6PNa
LPC 0:0/20:3_al,LPC 0:0/20:3_al_16.423,563.384686713451,985.394800000002,1,,,C28H52NO7P,3.0,,M+NH4,C28H56N2O7P
LPC 0:0/20:3_al,LPC 0:0/20:3_al_16.423,544.3662988134511,985.394800000002,1,,,C28H52NO7P,3.0,,M+NH4-[H2O],C28H54N2O6P
PC 14:0_16:0_al,PC 14:0_16:0_al_32.109,706.5378017855851,1926.5488000000023,1,,,C38H76NO8P,3.0,,M+H,C38H77NO8P
PC 14:0_16:0_al,PC 14:0_16:0_al_32.109,728.5197464655851,1926.5488000000023,1,,,C38H76NO8P,3.0,,M+Na,C38H76NO8PNa
PC 14:0_16:0_al,PC 14:0_16:0_al_32.109,688.527238485585,1926.5488000000023,1,,,C38H76NO8P,3.0,,M+H-[H20],C38H75NO7P
PC 14:0_16:0_al,PC 14:0_16:0_al_32.109,710.5091831655851,1926.5488000000023,1,,,C38H76NO8P,3.0,,M+Na-[H2O],C38H74NO7PNa
PC 14:0_16:0_al,PC 14:0_16:0_al_32.109,723.564348785585,1926.5488000000023,1,,,C38H76NO8P,3.0,,M+NH4,C38H80N2O8P
PC 14:0_16:0_al,PC 14:0_16:0_al_32.109,704.5459608855851,1926.5488000000023,1,,,C38H76NO8P,3.0,,M+NH4-[H2O],C38H78N2O7P
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.866,524.370685734989,1251.9616500000002,1,,,C26H54NO7P,3.0,,M+H,C26H55NO7P
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.866,546.352630414989,1251.9616500000002,1,,,C26H54NO7P,3.0,,M+Na,C26H54NO7PNa
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.866,506.3601224349889,1251.9616500000002,1,,,C26H54NO7P,3.0,,M+H-[H20],C26H53NO6P
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.866,528.342067114989,1251.9616500000002,1,,,C26H54NO7P,3.0,,M+Na-[H2O],C26H52NO6PNa
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.866,541.397232734989,1251.9616500000002,1,,,C26H54NO7P,3.0,,M+NH4,C26H58N2O7P
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.866,522.3788448349891,1251.9616500000002,1,,,C26H54NO7P,3.0,,M+NH4-[H2O],C26H56N2O6P
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.439,524.370685734989,1226.345599999998,1,,,C26H54NO7P,3.0,,M+H,C26H55NO7P
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.439,546.352630414989,1226.345599999998,1,,,C26H54NO7P,3.0,,M+Na,C26H54NO7PNa
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.439,506.3601224349889,1226.345599999998,1,,,C26H54NO7P,3.0,,M+H-[H20],C26H53NO6P
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.439,528.342067114989,1226.345599999998,1,,,C26H54NO7P,3.0,,M+Na-[H2O],C26H52NO6PNa
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.439,541.397232734989,1226.345599999998,1,,,C26H54NO7P,3.0,,M+NH4,C26H58N2O7P
LPC 18:0/0:0_al,LPC 18:0/0:0_al_20.439,522.3788448349891,1226.345599999998,1,,,C26H54NO7P,3.0,,M+NH4-[H2O],C26H56N2O6P
PS 16:0_18:1_al,PS 16:0_18:1_al_31.689,762.5270178475421,1901.337199999998,1,,,C40H76NO10P,3.0,,M+H,C40H77NO10P
PS 16:0_18:1_al,PS 16:0_18:1_al_31.689,784.508962527542,1901.337199999998,1,,,C40H76NO10P,3.0,,M+Na,C40H76NO10PNa
PS 16:0_18:1_al,PS 16:0_18:1_al_31.689,744.516454547542,1901.337199999998,1,,,C40H76NO10P,3.0,,M+H-[H20],C40H75NO9P
PS 16:0_18:1_al,PS 16:0_18:1_al_31.689,766.4983992275421,1901.337199999998,1,,,C40H76NO10P,3.0,,M+Na-[H2O],C40H74NO9PNa
PS 16:0_18:1_al,PS 16:0_18:1_al_31.689,779.553564847542,1901.337199999998,1,,,C40H76NO10P,3.0,,M+NH4,C40H80N2O10P
PS 16:0_18:1_al,PS 16:0_18:1_al_31.689,760.5351769475421,1901.337199999998,1,,,C40H76NO10P,3.0,,M+NH4-[H2O],C40H78N2O9P
LPE 16:0_al,LPE 16:0_al_17.471,454.292895082413,1048.2642,1,,,C21H44NO7P,3.0,,M+H,C21H45NO7P
LPE 16:0_al,LPE 16:0_al_17.471,476.274839762413,1048.2642,1,,,C21H44NO7P,3.0,,M+Na,C21H44NO7PNa
LPE 16:0_al,LPE 16:0_al_17.471,436.282331782413,1048.2642,1,,,C21H44NO7P,3.0,,M+H-[H20],C21H43NO6P
LPE 16:0_al,LPE 16:0_al_17.471,458.264276462413,1048.2642,1,,,C21H44NO7P,3.0,,M+Na-[H2O],C21H42NO6PNa
LPE 16:0_al,LPE 16:0_al_17.471,471.31944208241305,1048.2642,1,,,C21H44NO7P,3.0,,M+NH4,C21H48N2O7P
LPE 16:0_al,LPE 16:0_al_17.471,452.301054182413,1048.2642,1,,,C21H44NO7P,3.0,,M+NH4-[H2O],C21H46N2O6P
LPE 16:0_al,LPE 16:0_al_16.723,454.292895082413,1003.3992000000001,1,,,C21H44NO7P,3.0,,M+H,C21H45NO7P
LPE 16:0_al,LPE 16:0_al_16.723,476.274839762413,1003.3992000000001,1,,,C21H44NO7P,3.0,,M+Na,C21H44NO7PNa
LPE 16:0_al,LPE 16:0_al_16.723,436.282331782413,1003.3992000000001,1,,,C21H44NO7P,3.0,,M+H-[H20],C21H43NO6P
LPE 16:0_al,LPE 16:0_al_16.723,458.264276462413,1003.3992000000001,1,,,C21H44NO7P,3.0,,M+Na-[H2O],C21H42NO6PNa
LPE 16:0_al,LPE 16:0_al_16.723,471.31944208241305,1003.3992000000001,1,,,C21H44NO7P,3.0,,M+NH4,C21H48N2O7P
LPE 16:0_al,LPE 16:0_al_16.723,452.301054182413,1003.3992000000001,1,,,C21H44NO7P,3.0,,M+NH4-[H2O],C21H46N2O6P
LPC 0:0/18:2_al,LPC 0:0/18:2_al_14.338,520.339512581441,860.2788,1,,,C26H50NO7P,3.0,,M+H,C26H51NO7P
LPC 0:0/18:2_al,LPC 0:0/18:2_al_14.338,542.321457261441,860.2788,1,,,C26H50NO7P,3.0,,M+Na,C26H50NO7PNa
LPC 0:0/18:2_al,LPC 0:0/18:2_al_14.338,502.3289492814409,860.2788,1,,,C26H50NO7P,3.0,,M+H-[H20],C26H49NO6P
LPC 0:0/18:2_al,LPC 0:0/18:2_al_14.338,524.310893961441,860.2788,1,,,C26H50NO7P,3.0,,M+Na-[H2O],C26H48NO6PNa
LPC 0:0/18:2_al,LPC 0:0/18:2_al_14.338,537.3660595814409,860.2788,1,,,C26H50NO7P,3.0,,M+NH4,C26H54N2O7P
LPC 0:0/18:2_al,LPC 0:0/18:2_al_14.338,518.347671681441,860.2788,1,,,C26H50NO7P,3.0,,M+NH4-[H2O],C26H52N2O6P
PE 18:1_20:1_al,PE 18:1_20:1_al_36.649,772.585364104919,2198.9616,1,,,C43H82NO8P,3.0,,M+H,C43H83NO8P
PE 18:1_20:1_al,PE 18:1_20:1_al_36.649,794.567308784919,2198.9616,1,,,C43H82NO8P,3.0,,M+Na,C43H82NO8PNa
PE 18:1_20:1_al,PE 18:1_20:1_al_36.649,754.5748008049189,2198.9616,1,,,C43H82NO8P,3.0,,M+H-[H20],C43H81NO7P
PE 18:1_20:1_al,PE 18:1_20:1_al_36.649,776.556745484919,2198.9616,1,,,C43H82NO8P,3.0,,M+Na-[H2O],C43H80NO7PNa
PE 18:1_20:1_al,PE 18:1_20:1_al_36.649,789.6119111049189,2198.9616,1,,,C43H82NO8P,3.0,,M+NH4,C43H86N2O8P
PE 18:1_20:1_al,PE 18:1_20:1_al_36.649,770.593523204919,2198.9616,1,,,C43H82NO8P,3.0,,M+NH4-[H2O],C43H84N2O7P
PC 20:4_22:6_al,PC 20:4_22:6_al_29.884,854.568590866504,1793.017999999998,1,,,C50H80NO8P,3.0,,M+H,C50H81NO8P
PC 20:4_22:6_al,PC 20:4_22:6_al_29.884,876.550535546504,1793.017999999998,1,,,C50H80NO8P,3.0,,M+Na,C50H80NO8PNa
PC 20:4_22:6_al,PC 20:4_22:6_al_29.884,836.5580275665039,1793.017999999998,1,,,C50H80NO8P,3.0,,M+H-[H20],C50H79NO7P
PC 20:4_22:6_al,PC 20:4_22:6_al_29.884,858.539972246504,1793.017999999998,1,,,C50H80NO8P,3.0,,M+Na-[H2O],C50H78NO7PNa
PC 20:4_22:6_al,PC 20:4_22:6_al_29.884,871.5951378665039,1793.017999999998,1,,,C50H80NO8P,3.0,,M+NH4,C50H84N2O8P
PC 20:4_22:6_al,PC 20:4_22:6_al_29.884,852.576749966504,1793.017999999998,1,,,C50H80NO8P,3.0,,M+NH4-[H2O],C50H82N2O7P
PC 2:0_18:0_al,PC 2:0_18:0_al_20.267,566.380355411855,1216.0296,1,,,C28H56NO8P,3.0,,M+H,C28H57NO8P
PC 2:0_18:0_al,PC 2:0_18:0_al_20.267,588.362300091855,1216.0296,1,,,C28H56NO8P,3.0,,M+Na,C28H56NO8PNa
PC 2:0_18:0_al,PC 2:0_18:0_al_20.267,548.369792111855,1216.0296,1,,,C28H56NO8P,3.0,,M+H-[H20],C28H55NO7P
PC 2:0_18:0_al,PC 2:0_18:0_al_20.267,570.351736791855,1216.0296,1,,,C28H56NO8P,3.0,,M+Na-[H2O],C28H54NO7PNa
PC 2:0_18:0_al,PC 2:0_18:0_al_20.267,583.406902411855,1216.0296,1,,,C28H56NO8P,3.0,,M+NH4,C28H60N2O8P
PC 2:0_18:0_al,PC 2:0_18:0_al_20.267,564.3885145118551,1216.0296,1,,,C28H56NO8P,3.0,,M+NH4-[H2O],C28H58N2O7P
PC 16:1_18:1_al,PC 16:1_18:1_al_32.207,758.5689005384311,1932.405,1,,,C42H80NO8P,3.0,,M+H,C42H81NO8P
PC 16:1_18:1_al,PC 16:1_18:1_al_32.207,780.550845218431,1932.405,1,,,C42H80NO8P,3.0,,M+Na,C42H80NO8PNa
PC 16:1_18:1_al,PC 16:1_18:1_al_32.207,740.558337238431,1932.405,1,,,C42H80NO8P,3.0,,M+H-[H20],C42H79NO7P
PC 16:1_18:1_al,PC 16:1_18:1_al_32.207,762.5402819184311,1932.405,1,,,C42H80NO8P,3.0,,M+Na-[H2O],C42H78NO7PNa
PC 16:1_18:1_al,PC 16:1_18:1_al_32.207,775.595447538431,1932.405,1,,,C42H80NO8P,3.0,,M+NH4,C42H84N2O8P
PC 16:1_18:1_al,PC 16:1_18:1_al_32.207,756.5770596384311,1932.405,1,,,C42H80NO8P,3.0,,M+NH4-[H2O],C42H82N2O7P
PC 16:1_18:1_al,PC 16:1_18:1_al_32.343,758.5689005384311,1940.5731,1,,,C42H80NO8P,3.0,,M+H,C42H81NO8P
PC 16:1_18:1_al,PC 16:1_18:1_al_32.343,780.550845218431,1940.5731,1,,,C42H80NO8P,3.0,,M+Na,C42H80NO8PNa
PC 16:1_18:1_al,PC 16:1_18:1_al_32.343,740.558337238431,1940.5731,1,,,C42H80NO8P,3.0,,M+H-[H20],C42H79NO7P
PC 16:1_18:1_al,PC 16:1_18:1_al_32.343,762.5402819184311,1940.5731,1,,,C42H80NO8P,3.0,,M+Na-[H2O],C42H78NO7PNa
PC 16:1_18:1_al,PC 16:1_18:1_al_32.343,775.595447538431,1940.5731,1,,,C42H80NO8P,3.0,,M+NH4,C42H84N2O8P
PC 16:1_18:1_al,PC 16:1_18:1_al_32.343,756.5770596384311,1940.5731,1,,,C42H80NO8P,3.0,,M+NH4-[H2O],C42H82N2O7P
Cer_NS d18:1_23:0_al,Cer_NS d18:1_23:0_al_38.451,636.6281558631431,2307.0510000000004,1,,,C41H81NO3,3.0,,M+H,C41H82NO3
Cer_NS d18:1_23:0_al,Cer_NS d18:1_23:0_al_38.451,658.6101005431431,2307.0510000000004,1,,,C41H81NO3,3.0,,M+Na,C41H81NO3Na
Cer_NS d18:1_23:0_al,Cer_NS d18:1_23:0_al_38.451,618.617592563143,2307.0510000000004,1,,,C41H81NO3,3.0,,M+H-[H20],C41H80NO2
Cer_NS d18:1_23:0_al,Cer_NS d18:1_23:0_al_38.451,640.5995372431431,2307.0510000000004,1,,,C41H81NO3,3.0,,M+Na-[H2O],C41H79NO2Na
