Lipid Name	Lipid Unique Identifier	Precursor m/z	Precursor Retention Time (sec)	Precursor Drift Time (ms)	Precursor CCS	Identification Charge	LMP	HMP	cf	neutromers_to_extract	literature_n	Adduct	Adduct_cf	dt_x	id_index	mz	z	rt	dt_y	n_isos	mass	mzs	abundances	m-1_mz	m-1_abundance	m_end+1_mz	m_end+1_abundance	rt_min	rt_max	baseline_signal	signal_2_noise	mads	dt_list	num_scans_combined	id_path	mzml_path	summed_signal	Chromatography_Division_Scores	Chromatography_Division_Error	filename	updated	dt_min	dt_max
PE 18:0_22:6	PE 18:0_22:6_36.042_0.610	810.5875716	2162.52	36.625	284.52	1			C45H78NO8P	3		M+NH4	C45H82N2O8P	36.625	202	810.5875716	1	36.042	36.625	3	810.5875716	(810.5910979140964, 811.5955310384172, 812.600586091777)	(2054196.0, 1066682.0, 321333.0)	(809.5774485086852,)	(7628.5,)	(813.6062630741719,)	(60878.0,)	35.915483333333	36.272533333333	344.7045		[0.0, 0.0, 0.0]		12.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[23861043.0, 12651896.0, 3699026.0]	OUCH		Out.tsv	True	37.176408	38.018592
PE 18:0_22:6	PE 18:0_22:6_36.042_0.610	791.5691837	2162.52	36.625	284.52	1			C45H78NO8P	3		M+NH4-[H2O]	C45H80N2O7P	36.625	203	791.5691837	1	36.042	36.625	3	791.5691837	(791.5569371387559, 792.5778486160001, 793.586513532)	(1450.0, 1.0, 0.0)	(790.5552633402217,)	(3171.5,)	(794.5951784480001,)	(0.0,)	35.688416666667	36.305116666667	154.56105	[9.381406246916672, 0.006469935342701153, 0.0]	[0.0, 0.0, 0.0]		18.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[27222.0, 1654.0, 2.0]	OUCH		Out.tsv	True	37.176408	38.018592
PE 18:1_18:1	PE 18:1_18:1_36.433_0.588	745.5621246	2185.98	35.302	274.64	1			C41H78NO8P	3		M+H	C41H79NO8P	35.302	210	745.5621246	1	36.433	35.302	3	745.5621246	(745.5508572151061, 746.5613771961736, 747.5794544319999)	(28409.5, 558.0, 0.0)	(744.5409981816459,)	(87747.5,)	(748.5750804145407,)	(27940.0,)	36.272533333333	36.597333333333	128.9862		[0.0, 0.009388865066171093, 0.0]		10.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[302910.0, 44952.0, 44.0]	OUCH		Out.tsv	True	35.69256	36.614952
PE 18:1_18:1	PE 18:1_18:1_36.433_0.588	767.5440693	2185.98	35.302	274.64	1			C41H78NO8P	3		M+Na	C41H78NO8PNa	35.302	211	767.5440693	1	36.433	35.302	3	767.5440693	(767.5289441989261, 768.5446836851512, 769.551502910444)	(6874.0, 986135.0, 457655.0)	(766.5330223832628,)	(18718.0,)	(770.5493830498835,)	(117265.0,)	36.305116666667	36.694416666667	200.151		[0.0, 0.0, 0.0]		13.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[81363.0, 14608552.0, 6949756.0]	OUCH		Out.tsv	True	35.69256	36.614952
PE 18:1_18:1	PE 18:1_18:1_36.433_0.588	749.533506	2185.98	35.302	274.64	1			C41H78NO8P	3		M+Na-[H2O]	C41H76NO7PNa	35.302	213	749.533506	1	36.433	35.302	3	749.533506	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 18:1_18:1	PE 18:1_18:1_36.433_0.588	762.5886716	2185.98	35.302	274.64	1			C41H78NO8P	3		M+NH4	C41H82N2O8P	35.302	214	762.5886716	1	36.433	35.302	3	762.5886716	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 18:1_18:1	PE 18:1_18:1_36.433_0.588	743.5702837	2185.98	35.302	274.64	1			C41H78NO8P	3		M+NH4-[H2O]	C41H80N2O7P	35.302	215	743.5702837	1	36.433	35.302	3	743.5702837													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:3	PE 38:3_36.998_0.604	771.5774246	2219.88	36.247	281.7	1			C43H80NO8P	3		M+H	C43H81NO8P	36.247	240	771.5774246	1	36.998000000000005	36.247	3	771.5774246	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:3	PE 38:3_36.998_0.604	793.5593693	2219.88	36.247	281.7	1			C43H80NO8P	3		M+Na	C43H80NO8PNa	36.247	241	793.5593693	1	36.998000000000005	36.247	3	793.5593693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:3	PE 38:3_36.998_0.604	753.5668613	2219.88	36.247	281.7	1			C43H80NO8P	3		M+H-[H20]	C43H79NO7P	36.247	242	753.5668613	1	36.998000000000005	36.247	3	753.5668613	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:3	PE 38:3_36.998_0.604	775.548806	2219.88	36.247	281.7	1			C43H80NO8P	3		M+Na-[H2O]	C43H78NO7PNa	36.247	243	775.548806	1	36.998000000000005	36.247	3	775.548806	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:3	PE 38:3_36.998_0.604	788.6039716	2219.88	36.247	281.7	1			C43H80NO8P	3		M+NH4	C43H84N2O8P	36.247	244	788.6039716	1	36.998000000000005	36.247	3	788.6039716	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:3	PE 38:3_36.998_0.604	769.5855837	2219.88	36.247	281.7	1			C43H80NO8P	3		M+NH4-[H2O]	C43H82N2O7P	36.247	245	769.5855837	1	36.998000000000005	36.247	3	769.5855837													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:7	PE 38:7_34.404_0.599	780.5407716	2064.24	35.92	279.26	1			C43H72NO8P	3		M+NH4	C43H76N2O8P	35.92	138	780.5407716	1	34.404	35.92	3	780.5407716	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:7	PE 38:7_34.404_0.599	761.5223837	2064.24	35.92	279.26	1			C43H72NO8P	3		M+NH4-[H2O]	C43H74N2O7P	35.92	139	761.5223837	1	34.404	35.92	3	761.5223837	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:7	PE 38:7_34.404_0.599	767.485606	2064.24	35.92	279.26	1			C43H72NO8P	3		M+Na-[H2O]	C43H70NO7PNa	35.92	140	767.485606	1	34.404	35.92	3	767.485606	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:7	PE 38:7_34.404_0.599	785.4961693	2064.24	35.92	279.26	1			C43H72NO8P	3		M+Na	C43H72NO8PNa	35.92	141	785.4961693	1	34.404	35.92	3	785.4961693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 38:7	PE 38:7_34.404_0.599	763.5142246	2064.24	35.92	279.26	1			C43H72NO8P	3		M+H	C43H73NO8P	35.92	142	763.5142246	1	34.404	35.92	3	763.5142246													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 40:8	PE 40:8_34.564_0.622	789.5318246	2073.84	37.331	289.82	1			C45H74NO8P	3		M+H	C45H75NO8P	37.331	144	789.5318246	1	34.564	37.331	3	789.5318246	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 40:8	PE 40:8_34.564_0.622	811.5137693	2073.84	37.331	289.82	1			C45H74NO8P	3		M+Na	C45H74NO8PNa	37.331	145	811.5137693	1	34.564	37.331	3	811.5137693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 40:8	PE 40:8_34.564_0.622	806.5583716	2073.84	37.331	289.82	1			C45H74NO8P	3		M+NH4	C45H78N2O8P	37.331	148	806.5583716	1	34.564	37.331	3	806.5583716	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PE 40:8	PE 40:8_34.564_0.622	787.5399837	2073.84	37.331	289.82	1			C45H74NO8P	3		M+NH4-[H2O]	C45H76N2O7P	37.331	149	787.5399837	1	34.564	37.331	3	787.5399837													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PS 36:2	PS 36:2_33.550_0.608	789.5523246	2013.0	36.497	283.56	1			C42H78NO10P	3		M+H	C42H79NO10P	36.497	120	789.5523246	1	33.55	36.497	3	789.5523246	(789.5347923344397, 790.5609895160001, 791.569654432)	(23041.0, 1.0, 0.0)	(788.5343992173243,)	(48788.0,)	(792.578319348,)	(0.0,)	33.224266666667	33.873033333333	193.47929999999997		[0.0, 0.0, 0.0]		15.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[442981.0, 6937.0, 81.0]	OUCH		Out.tsv	True	36.29412	37.417032
PS 36:2	PS 36:2_33.550_0.608	811.5342693	2013.0	36.497	283.56	1			C42H78NO10P	3		M+Na	C42H78NO10PNa	36.497	121	811.5342693	1	33.55	36.497	3	811.5342693	(811.5220332942537, 812.5315918467697, 813.5372261477636)	(4273.0, 103707.0, 50967.0)	(810.5221890318919,)	(9661.0,)	(814.5434823777892,)	(12049.0,)	33.321333333333	33.710633333333	149.00130000000001		[0.004924990725044154, 0.0, 0.0]		13.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[62715.0, 1301683.0, 626347.0]	OUCH		Out.tsv	True	36.29412	37.417032
PS 36:2	PS 36:2_33.550_0.608	793.523706	2013.0	36.497	283.56	1			C42H78NO10P	3		M+Na-[H2O]	C42H76NO9PNa	36.497	123	793.523706	1	33.55	36.497	3	793.523706	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PS 36:2	PS 36:2_33.550_0.608	806.5788716	2013.0	36.497	283.56	1			C42H78NO10P	3		M+NH4	C42H82N2O10P	36.497	124	806.5788716	1	33.55	36.497	3	806.5788716	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PS 36:2	PS 36:2_33.550_0.608	787.5604837	2013.0	36.497	283.56	1			C42H78NO10P	3		M+NH4-[H2O]	C42H80N2O9P	36.497	125	787.5604837	1	33.55	36.497	3	787.5604837													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PS 40:6	PS 40:6_33.558_0.618	854.5813716	2013.48	37.106	288.08	1			C46H78NO10P	3		M+NH4	C46H82N2O10P	37.106	128	854.5813716	1	33.558	37.106	3	854.5813716	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
PS 40:6	PS 40:6_33.558_0.618	859.5367693	2013.48	37.106	288.08	1			C46H78NO10P	3		M+Na	C46H78NO10PNa	37.106	129	859.5367693	1	33.558	37.106	3	859.5367693	(859.5367693, 860.5295664105406, 861.5540991319999)	(3732.5, 465.0, 0.0)	(858.5281043839999,)	(7031.5,)	(862.562764048,)	(32.0,)	33.224266666667	33.808216666667	73.3887		[0.0, 0.0, 0.0]		18.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[66423.0, 9074.0, 173.0]	OUCH		Out.tsv	True	36.69516	37.69776
PS 40:6	PS 40:6_33.558_0.618	837.5548246	2013.48	37.106	288.08	1			C46H78NO10P	3		M+H	C46H79NO10P	37.106	130	837.5548246	1	33.558	37.106	3	837.5548246	(837.5387852479672, 838.539747319906, 839.5513257901746)	(191222.0, 55928.0, 8730.0)	(836.538420954714,)	(371535.0,)	(840.580819348,)	(1.0,)	33.224266666667	33.808216666667	97.85159999999999		[0.0, 0.0, 0.0]		19.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[4148317.0, 1247132.0, 224417.0]	OUCH		Out.tsv	True	36.69516	37.69776
PS 40:6	PS 40:6_33.558_0.618	841.526206	2013.48	37.106	288.08	1			C46H78NO10P	3		M+Na-[H2O]	C46H76NO9PNa	37.106	131	841.526206	1	33.558	37.106	3	841.526206	(841.5462202078012, 842.5495733944476, 843.5535243597623)	(71589.5, 17345.0, 2797.5)	(840.517541084,)	(547.0,)	(844.552200748,)	(0.0,)	33.353916666667	33.645983333333	88.95599999999999	[804.7742704258286, 194.98403705202574, 31.448131660596253]	[0.0, 0.0, 0.0]		10.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[732570.0, 179682.0, 27829.0]	OUCH		Out.tsv	True	36.69516	37.69776
SM d34:1	SM d34:1_33.457_0.598	726.5658693	2007.42	35.878	279.0	1			C39H79N2O6P	3		M+Na	C39H79N2O6PNa	35.878	114	726.5658693	1	33.457	35.878	3	726.5658693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d34:1	SM d34:1_33.457_0.598	708.555306	2007.42	35.878	279.0	1			C39H79N2O6P	3		M+Na-[H2O]	C39H77N2O5PNa	35.878	118	708.555306	1	33.457	35.878	3	708.555306													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d34:1	SM d34:1_33.457_0.603	726.5658693	2007.42	36.154	281.08	1			C39H79N2O6P	3		M+Na	C39H79N2O6PNa	36.154	108	726.5658693	1	33.457	36.154	3	726.5658693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d34:1	SM d34:1_33.457_0.603	708.555306	2007.42	36.154	281.08	1			C39H79N2O6P	3		M+Na-[H2O]	C39H77N2O5PNa	36.154	111	708.555306	1	33.457	36.154	3	708.555306													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d36:1	SM d36:1_35.807_0.608	749.6406716	2148.42	36.504	283.67	1			C41H83N2O6P	3		M+NH4	C41H87N3O6P	36.504	168	749.6406716	1	35.807	36.504	3	749.6406716	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d36:1	SM d36:1_35.807_0.608	736.585506	2148.42	36.504	283.67	1			C41H83N2O6P	3		M+Na-[H2O]	C41H81N2O5PNa	36.504	169	736.585506	1	35.807	36.504	3	736.585506	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d36:1	SM d36:1_35.807_0.608	754.5960693	2148.42	36.504	283.67	1			C41H83N2O6P	3		M+Na	C41H83N2O6PNa	36.504	171	754.5960693	1	35.807	36.504	3	754.5960693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d36:1	SM d36:1_35.807_0.608	732.6141246	2148.42	36.504	283.67	1			C41H83N2O6P	3		M+H	C41H84N2O6P	36.504	172	732.6141246	1	35.807	36.504	3	732.6141246													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d36:1	SM d36:1_35.807_0.614	749.6406716	2148.42	36.861	286.35	1			C41H83N2O6P	3		M+NH4	C41H87N3O6P	36.861	163	749.6406716	1	35.807	36.861	3	749.6406716	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d36:1	SM d36:1_35.807_0.614	736.585506	2148.42	36.861	286.35	1			C41H83N2O6P	3		M+Na-[H2O]	C41H81N2O5PNa	36.861	164	736.585506	1	35.807	36.861	3	736.585506	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d36:1	SM d36:1_35.807_0.614	754.5960693	2148.42	36.861	286.35	1			C41H83N2O6P	3		M+Na	C41H83N2O6PNa	36.861	166	754.5960693	1	35.807	36.861	3	754.5960693	nan	nan	nan	nan	nan	nan					nan		0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
SM d36:1	SM d36:1_35.807_0.614	732.6141246	2148.42	36.861	286.35	1			C41H83N2O6P	3		M+H	C41H84N2O6P	36.861	167	732.6141246	1	35.807	36.861	3	732.6141246													0.0	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time\RD3_065_PQC_3_pos_ID_File_ID_File_fixed.csv	C:\Users\Brigham Young Univ\Desktop\Test PNNL Time/to_mzml\A4_PQC_3_pos_3.20-end_DI3.d.HRdm.mzML	[]	no peak used	An Error Occurred in Chromatography Division	Out.tsv	True		
